Literature,Cruise/Station,Latitude,Longitude,Mesh size (µm),Test size (µm),Depth (m),Spinose,Symbiosis,abundance_m3,biomass_Frail_mmol_m3,biomass_Schiebel_mmol_m3,prop
"Ufkes et al., 1998",N19,-6.043333333333333,9.958333333333334,50,NA,150,No,Yes,2.596,6.914692536987645e-5,1.8280166666666668e-4,0.12784398699891658
"Ufkes et al., 1998",N19,-6.043333333333333,9.958333333333334,50,NA,150,Undetermined,Undetermined,0,0,0,0
"Ufkes et al., 1998",N19,-6.043333333333333,9.958333333333334,50,NA,150,Yes,No,0,0,0,0
"Ufkes et al., 1998",N19,-6.043333333333333,9.958333333333334,50,NA,150,Yes,Undetermined,0,0,0,0
"Ufkes et al., 1998",N19,-6.043333333333333,9.958333333333334,50,NA,150,Yes,Yes,17.71,4.7172266883686897e-4,0.0012470791666666667,0.8721560130010835
"Ufkes et al., 1998",N21,-7.316666666666666,12.021666666666668,50,NA,150,No,No,0,0,0,0
"Ufkes et al., 1998",N21,-7.316666666666666,12.021666666666668,50,NA,150,No,Yes,6.946,1.8501330647887587e-4,4.891141666666666e-4,0.33186813186813185
"Ufkes et al., 1998",N21,-7.316666666666666,12.021666666666668,50,NA,150,Undetermined,Undetermined,0,0,0,0
"Ufkes et al., 1998",N21,-7.316666666666666,12.021666666666668,50,NA,150,Yes,No,6.739000000000001,1.7949966489506835e-4,4.745379166666667e-4,0.321978021978022
"Ufkes et al., 1998",N21,-7.316666666666666,12.021666666666668,50,NA,150,Yes,Undetermined,0,0,0,0
"Ufkes et al., 1998",N21,-7.316666666666666,12.021666666666668,50,NA,150,Yes,Yes,7.245,1.9297745543326458e-4,5.1016875e-4,0.34615384615384615
"Ufkes et al., 1998",N23,-8.52,12.791666666666666,50,NA,150,No,No,0,0,0,0
"Ufkes et al., 1998",N23,-8.52,12.791666666666666,50,NA,150,No,Yes,6.3839999999999995,1.7004390275858676e-4,4.4953999999999995e-4,0.08085106382978723
"Ufkes et al., 1998",N23,-8.52,12.791666666666666,50,NA,150,Undetermined,Undetermined,0,0,0,0
"Ufkes et al., 1998",N23,-8.52,12.791666666666666,50,NA,150,Yes,No,56.448,0.0015035460875496092,0.00397488,0.7148936170212765
"Ufkes et al., 1998",N23,-8.52,12.791666666666666,50,NA,150,Yes,Undetermined,0,0,0,0
"Ufkes et al., 1998",N23,-8.52,12.791666666666666,50,NA,150,Yes,Yes,16.128000000000004,4.295845964427456e-4,0.0011356800000000002,0.2042553191489362
"Ufkes et al., 1998",N25,-9.316666666666666,10.623333333333331,50,NA,150,No,No,0,0,0,0
"Ufkes et al., 1998",N25,-9.316666666666666,10.623333333333331,50,NA,150,No,Yes,1.88,5.007558539883194e-5,1.3238333333333332e-4,0.2658371040723982
"Ufkes et al., 1998",N25,-9.316666666666666,10.623333333333331,50,NA,150,Undetermined,Undetermined,0.592,1.5768482210696014e-5,4.168666666666666e-5,0.083710407239819
"Ufkes et al., 1998",N25,-9.316666666666666,10.623333333333331,50,NA,150,Yes,No,1.584,4.219134429348394e-5,1.1154e-4,0.2239819004524887
"Ufkes et al., 1998",N25,-9.316666666666666,10.623333333333331,50,NA,150,Yes,Undetermined,0,0,0,0
"Ufkes et al., 1998",N25,-9.316666666666666,10.623333333333331,50,NA,150,Yes,Yes,3.016,8.033402423557295e-5,2.1237666666666666e-4,0.4264705882352941
"Ufkes et al., 1998",N28,-10.376666666666669,5.63,50,NA,150,No,No,0,0,0,0
"Ufkes et al., 1998",N28,-10.376666666666669,5.63,50,NA,150,No,Yes,6.42,1.7100279694707502e-4,4.5207499999999997e-4,0.32990750256937307
"Ufkes et al., 1998",N28,-10.376666666666669,5.63,50,NA,150,Undetermined,Undetermined,0,0,0,0
"Ufkes et al., 1998",N28,-10.376666666666669,5.63,50,NA,150,Yes,No,1.78,4.7411990430808965e-5,1.2534166666666667e-4,0.09146968139773895
"Ufkes et al., 1998",N28,-10.376666666666669,5.63,50,NA,150,Yes,Undetermined,0,0,0,0
"Ufkes et al., 1998",N28,-10.376666666666669,5.63,50,NA,150,Yes,Yes,11.26,2.9992079339938706e-4,7.928916666666666e-4,0.5786228160328879
"Ufkes et al., 1998",N3,2,-14,50,NA,150,No,No,0,0,0,0
"Ufkes et al., 1998",N3,2,-14,50,NA,150,No,Yes,20.352000000000004,5.420948478920361e-4,0.0014331200000000002,0.22362869198312238
"Ufkes et al., 1998",N3,2,-14,50,NA,150,Undetermined,Undetermined,0,0,0,0
"Ufkes et al., 1998",N3,2,-14,50,NA,150,Yes,No,0,0,0,0
"Ufkes et al., 1998",N3,2,-14,50,NA,150,Yes,Undetermined,0,0,0,0
"Ufkes et al., 1998",N3,2,-14,50,NA,150,Yes,Yes,70.656,0.0018819896606063137,0.004975360000000001,0.7763713080168776
"Ufkes et al., 1998",N31,-14.836666666666666,9.171666666666669,50,NA,150,No,No,0,0,0,0
"Ufkes et al., 1998",N31,-14.836666666666666,9.171666666666669,50,NA,150,No,Yes,4.928,1.3126196002417222e-4,3.4701333333333334e-4,0.3562753036437247
"Ufkes et al., 1998",N31,-14.836666666666666,9.171666666666669,50,NA,150,Undetermined,Undetermined,0.91,2.4238714209009077e-5,6.407916666666667e-5,0.06578947368421052
"Ufkes et al., 1998",N31,-14.836666666666666,9.171666666666669,50,NA,150,Yes,No,2.8000000000000003,7.458065910464332e-5,1.9716666666666667e-4,0.20242914979757085
"Ufkes et al., 1998",N31,-14.836666666666666,9.171666666666669,50,NA,150,Yes,Undetermined,0,0,0,0
"Ufkes et al., 1998",N31,-14.836666666666666,9.171666666666669,50,NA,150,Yes,Yes,5.194,1.3834712263911334e-4,3.657441666666667e-4,0.3755060728744939
"Ufkes et al., 1998",N32,-14.941666666666666,10.696666666666667,50,NA,150,No,No,0,0,0,0
"Ufkes et al., 1998",N32,-14.941666666666666,10.696666666666667,50,NA,150,No,Yes,6.640000000000001,1.768627058767256e-4,4.675666666666667e-4,0.3461939520333681
"Ufkes et al., 1998",N32,-14.941666666666666,10.696666666666667,50,NA,150,Undetermined,Undetermined,0,0,0,0
"Ufkes et al., 1998",N32,-14.941666666666666,10.696666666666667,50,NA,150,Yes,No,1.12,2.983226364185733e-5,7.886666666666667e-5,0.05839416058394161
"Ufkes et al., 1998",N32,-14.941666666666666,10.696666666666667,50,NA,150,Yes,Undetermined,0,0,0,0
"Ufkes et al., 1998",N32,-14.941666666666666,10.696666666666667,50,NA,150,Yes,Yes,11.42,3.041825453482238e-4,8.041583333333333e-4,0.5954118873826904
"Ufkes et al., 1998",N34,-15.021666666666668,11.968333333333334,50,NA,150,No,No,0,0,0,0
"Ufkes et al., 1998",N34,-15.021666666666668,11.968333333333334,50,NA,150,No,Yes,1.064,2.834065045976446e-5,7.492333333333333e-5,0.530938123752495
"Ufkes et al., 1998",N34,-15.021666666666668,11.968333333333334,50,NA,150,Undetermined,Undetermined,0.25,6.658987420057439e-6,1.7604166666666667e-5,0.124750499001996
"Ufkes et al., 1998",N34,-15.021666666666668,11.968333333333334,50,NA,150,Yes,No,0.126,3.3561296597089493e-6,8.8725e-6,0.06287425149700598
"Ufkes et al., 1998",N34,-15.021666666666668,11.968333333333334,50,NA,150,Yes,Undetermined,0,0,0,0
"Ufkes et al., 1998",N34,-15.021666666666668,11.968333333333334,50,NA,150,Yes,Yes,0.5640000000000001,1.5022675619649583e-5,3.9715e-5,0.28143712574850305
"Ufkes et al., 1998",N4,0.8016666666666666,-14.118333333333334,50,NA,150,No,No,0,0,0,0
"Ufkes et al., 1998",N4,0.8016666666666666,-14.118333333333334,50,NA,150,No,Yes,13.887999999999998,3.699200691590308e-4,9.779466666666665e-4,0.2632696390658174
"Ufkes et al., 1998",N4,0.8016666666666666,-14.118333333333334,50,NA,150,Undetermined,Undetermined,0,0,0,0
"Ufkes et al., 1998",N4,0.8016666666666666,-14.118333333333334,50,NA,150,Yes,No,0,0,0,0
"Ufkes et al., 1998",N4,0.8016666666666666,-14.118333333333334,50,NA,150,Yes,Undetermined,0,0,0,0
"Ufkes et al., 1998",N4,0.8016666666666666,-14.118333333333334,50,NA,150,Yes,Yes,38.864,0.0010351795483724492,0.002736673333333333,0.7367303609341826
"Ufkes et al., 1998",N42,-19.985,4.775,50,NA,150,No,No,0,0,0,0
"Ufkes et al., 1998",N42,-19.985,4.775,50,NA,150,No,Yes,26.569,7.076905470540243e-4,0.0018709004166666667,0.1664964249233912
"Ufkes et al., 1998",N42,-19.985,4.775,50,NA,150,Undetermined,Undetermined,5.868000000000001,1.5629975272358823e-4,4.132050000000001e-4,0.036772216547497454
"Ufkes et al., 1998",N42,-19.985,4.775,50,NA,150,Yes,No,5.868000000000001,1.5629975272358823e-4,4.132050000000001e-4,0.036772216547497454
"Ufkes et al., 1998",N42,-19.985,4.775,50,NA,150,Yes,Undetermined,0,0,0,0
"Ufkes et al., 1998",N42,-19.985,4.775,50,NA,150,Yes,Yes,121.272,0.0032301948896208232,0.00853957,0.759959141981614
"Ufkes et al., 1998",N7,1.538333333333333,-10.175,50,NA,150,No,No,0,0,0,0
"Ufkes et al., 1998",N7,1.538333333333333,-10.175,50,NA,150,No,Yes,7.856999999999999,2.0927865663756517e-4,5.5326375e-4,0.3076109936575052
"Ufkes et al., 1998",N7,1.538333333333333,-10.175,50,NA,150,Undetermined,Undetermined,0,0,0,0
"Ufkes et al., 1998",N7,1.538333333333333,-10.175,50,NA,150,Yes,No,0,0,0,0
"Ufkes et al., 1998",N7,1.538333333333333,-10.175,50,NA,150,Yes,Undetermined,0,0,0,0
"Ufkes et al., 1998",N7,1.538333333333333,-10.175,50,NA,150,Yes,Yes,17.685000000000002,4.710567700948633e-4,0.00124531875,0.6923890063424948
"Ufkes et al., 1998",N8,0.6883333333333332,-6.411666666666667,50,NA,150,No,No,0,0,0,0
"Ufkes et al., 1998",N8,0.6883333333333332,-6.411666666666667,50,NA,150,No,Yes,48.099999999999994,0.001281189179619051,0.0033870416666666662,0.3794871794871794
"Ufkes et al., 1998",N8,0.6883333333333332,-6.411666666666667,50,NA,150,Undetermined,Undetermined,13.91,3.705060600519959e-4,9.794958333333333e-4,0.10974358974358975
"Ufkes et al., 1998",N8,0.6883333333333332,-6.411666666666667,50,NA,150,Yes,No,0,0,0,0
"Ufkes et al., 1998",N8,0.6883333333333332,-6.411666666666667,50,NA,150,Yes,Undetermined,0,0,0,0
"Ufkes et al., 1998",N8,0.6883333333333332,-6.411666666666667,50,NA,150,Yes,Yes,64.74000000000001,0.0017244113822980746,0.004558775000000001,0.5107692307692309
